ID,image-3sec,image,segmentedRailImage,probaObstacle1,x1,dx1,y1,dy1,probaObstacle2,x2,dx2,y2,dy2,probaObstacle3,x3,dx3,y3,dy3
0023,0023_1.jpg,0023_2.jpg,0023_rail.png,1.0,0.0070,0.6961,0.0097,0.4792,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0024,0024_1.jpg,0024_2.jpg,0024_rail.png,1.0,0.5789,0.2883,0.0111,0.2681,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0025,0025_1.jpg,0025_2.jpg,0025_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0026,0026_1.jpg,0026_2.jpg,0026_rail.png,1.0,0.0164,0.3578,0.1042,0.3417,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0027,0027_1.jpg,0027_2.jpg,0027_rail.png,1.0,0.1508,0.4289,0.1431,0.4014,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0028,0028_1.jpg,0028_2.jpg,0028_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0029,0029_1.jpg,0029_2.jpg,0029_rail.png,1.0,0.0234,0.5594,0.0069,0.4597,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0030,0030_1.jpg,0030_2.jpg,0030_rail.png,1.0,0.0148,0.3312,0.0000,0.3847,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0031,0031_1.jpg,0031_2.jpg,0031_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0032,0032_1.jpg,0032_2.jpg,0032_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0034,0034_1.jpg,0034_2.jpg,0034_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0061,0061_1.jpg,0061_2.jpg,0061_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0062,0062_1.jpg,0062_2.jpg,0062_rail.png,1.0,0.2898,0.2469,0.3292,0.2194,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0063,0063_1.jpg,0063_2.jpg,0063_rail.png,1.0,0.3937,0.2484,0.3194,0.2389,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0070,0070_1.jpg,0070_2.jpg,0070_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0071,0071_1.jpg,0071_2.jpg,0071_rail.png,1.0,0.3867,0.1156,0.4361,0.0806,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0072,0072_1.jpg,0072_2.jpg,0072_rail.png,1.0,0.4578,0.0797,0.6694,0.0681,1.0,0.5078,0.0477,0.6347,0.0444,1.0,0.4320,0.0680,0.6486,0.0569
0073,0073_1.jpg,0073_2.jpg,0073_rail.png,1.0,0.5211,0.0852,0.6694,0.0792,1.0,0.4672,0.0469,0.6486,0.0347,1.0,0.3898,0.1109,0.6653,0.0722
0074,0074_1.jpg,0074_2.jpg,0074_rail.png,1.0,0.4500,0.1148,0.6889,0.0792,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0078,0078_1.jpg,0078_2.jpg,0078_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0080,0080_1.jpg,0080_2.jpg,0080_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0081,0081_1.jpg,0081_2.jpg,0081_rail.png,1.0,0.1352,0.2203,0.6597,0.1639,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0082,0082_1.jpg,0082_2.jpg,0082_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0083,0083_1.jpg,0083_2.jpg,0083_rail.png,1.0,0.1852,0.3047,0.5514,0.2681,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0084,0084_1.jpg,0084_2.jpg,0084_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0085,0085_1.jpg,0085_2.jpg,0085_rail.png,1.0,0.6266,0.2687,0.6583,0.1569,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0086,0086_1.jpg,0086_2.jpg,0086_rail.png,1.0,0.2711,0.3352,0.5556,0.2569,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0087,0087_1.jpg,0087_2.jpg,0087_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0088,0088_1.jpg,0088_2.jpg,0088_rail.png,1.0,0.0008,0.3070,0.5625,0.2708,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0089,0089_1.jpg,0089_2.jpg,0089_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0090,0090_1.jpg,0090_2.jpg,0090_rail.png,1.0,0.4437,0.1078,0.4375,0.1014,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0093,0093_1.jpg,0093_2.jpg,0093_rail.png,1.0,0.3617,0.2461,0.3111,0.1861,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0094,0094_1.jpg,0094_2.jpg,0094_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0095,0095_1.jpg,0095_2.jpg,0095_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0096,0096_1.jpg,0096_2.jpg,0096_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0097,0097_1.jpg,0097_2.jpg,0097_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0098,0098_1.jpg,0098_2.jpg,0098_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0099,0099_1.jpg,0099_2.jpg,0099_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0100,0100_1.jpg,0100_2.jpg,0100_rail.png,1.0,0.5484,0.0711,0.1403,0.0722,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0101,0101_1.jpg,0101_2.jpg,0101_rail.png,1.0,0.6008,0.0883,0.1458,0.0736,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0102,0102_1.jpg,0102_2.jpg,0102_rail.png,1.0,0.7867,0.1492,0.1250,0.1361,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0103,0103_1.jpg,0103_2.jpg,0103_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0104,0104_1.jpg,0104_2.jpg,0104_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0105,0105_1.jpg,0105_2.jpg,0105_rail.png,1.0,0.4242,0.0766,0.5333,0.0736,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0106,0106_1.jpg,0106_2.jpg,0106_rail.png,1.0,0.5164,0.0766,0.5361,0.0736,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0107,0107_1.jpg,0107_2.jpg,0107_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0108,0108_1.jpg,0108_2.jpg,0108_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0109,0109_1.jpg,0109_2.jpg,0109_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0110,0110_1.jpg,0110_2.jpg,0110_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0111,0111_1.jpg,0111_2.jpg,0111_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0112,0112_1.jpg,0112_2.jpg,0112_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0113,0113_1.jpg,0113_2.jpg,0113_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0114,0114_1.jpg,0114_2.jpg,0114_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0115,0115_1.jpg,0115_2.jpg,0115_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0118,0118_1.jpg,0118_2.jpg,0118_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0120,0120_1.jpg,0120_2.jpg,0120_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0121,0121_1.jpg,0121_2.jpg,0121_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0122,0122_1.jpg,0122_2.jpg,0122_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0123,0123_1.jpg,0123_2.jpg,0123_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0124,0124_1.jpg,0124_2.jpg,0124_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0125,0125_1.jpg,0125_2.jpg,0125_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0126,0126_1.jpg,0126_2.jpg,0126_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0127,0127_1.jpg,0127_2.jpg,0127_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0128,0128_1.jpg,0128_2.jpg,0128_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0129,0129_1.jpg,0129_2.jpg,0129_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0130,0130_1.jpg,0130_2.jpg,0130_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0131,0131_1.jpg,0131_2.jpg,0131_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0132,0132_1.jpg,0132_2.jpg,0132_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0133,0133_1.jpg,0133_2.jpg,0133_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0134,0134_1.jpg,0134_2.jpg,0134_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0135,0135_1.jpg,0135_2.jpg,0135_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0136,0136_1.jpg,0136_2.jpg,0136_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0137,0137_1.jpg,0137_2.jpg,0137_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0138,0138_1.jpg,0138_2.jpg,0138_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0139,0139_1.jpg,0139_2.jpg,0139_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0140,0140_1.jpg,0140_2.jpg,0140_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0141,0141_1.jpg,0141_2.jpg,0141_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0142,0142_1.jpg,0142_2.jpg,0142_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0143,0143_1.jpg,0143_2.jpg,0143_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0144,0144_1.jpg,0144_2.jpg,0144_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0145,0145_1.jpg,0145_2.jpg,0145_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0146,0146_1.jpg,0146_2.jpg,0146_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0147,0147_1.jpg,0147_2.jpg,0147_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0148,0148_1.jpg,0148_2.jpg,0148_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0149,0149_1.jpg,0149_2.jpg,0149_rail.png,1.0,0.5070,0.0125,0.4764,0.0125,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0150,0150_1.jpg,0150_2.jpg,0150_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0151,0151_1.jpg,0151_2.jpg,0151_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0152,0152_1.jpg,0152_2.jpg,0152_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0153,0153_1.jpg,0153_2.jpg,0153_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0154,0154_1.jpg,0154_2.jpg,0154_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0155,0155_1.jpg,0155_2.jpg,0155_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0156,0156_1.jpg,0156_2.jpg,0156_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0157,0157_1.jpg,0157_2.jpg,0157_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0158,0158_1.jpg,0158_2.jpg,0158_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0160,0160_1.jpg,0160_2.jpg,0160_rail.png,1.0,0.4320,0.1352,0.1319,0.1139,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0161,0161_1.jpg,0161_2.jpg,0161_rail.png,1.0,0.4320,0.1352,0.1500,0.1139,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0162,0162_1.jpg,0162_2.jpg,0162_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0163,0163_1.jpg,0163_2.jpg,0163_rail.png,1.0,0.4734,0.1352,0.1375,0.1139,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0164,0164_1.jpg,0164_2.jpg,0164_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0166,0166_1.jpg,0166_2.jpg,0166_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0167,0167_1.jpg,0167_2.jpg,0167_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0168,0168_1.jpg,0168_2.jpg,0168_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0169,0169_1.jpg,0169_2.jpg,0169_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0170,0170_1.jpg,0170_2.jpg,0170_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0171,0171_1.jpg,0171_2.jpg,0171_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0172,0172_1.jpg,0172_2.jpg,0172_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0173,0173_1.jpg,0173_2.jpg,0173_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0174,0174_1.jpg,0174_2.jpg,0174_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0175,0175_1.jpg,0175_2.jpg,0175_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0176,0176_1.jpg,0176_2.jpg,0176_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0177,0177_1.jpg,0177_2.jpg,0177_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0178,0178_1.jpg,0178_2.jpg,0178_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0179,0179_1.jpg,0179_2.jpg,0179_rail.png,1.0,0.6344,0.1695,0.4153,0.1319,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0180,0180_1.jpg,0180_2.jpg,0180_rail.png,1.0,0.5891,0.1727,0.4139,0.1250,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0181,0181_1.jpg,0181_2.jpg,0181_rail.png,1.0,0.5414,0.1727,0.4208,0.1250,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0182,0182_1.jpg,0182_2.jpg,0182_rail.png,1.0,0.4961,0.1727,0.4208,0.1250,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0183,0183_1.jpg,0183_2.jpg,0183_rail.png,1.0,0.4453,0.1727,0.4167,0.1250,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0184,0184_1.jpg,0184_2.jpg,0184_rail.png,1.0,0.3953,0.1727,0.4208,0.1250,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0185,0185_1.jpg,0185_2.jpg,0185_rail.png,1.0,0.3406,0.1727,0.4208,0.1319,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0186,0186_1.jpg,0186_2.jpg,0186_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0187,0187_1.jpg,0187_2.jpg,0187_rail.png,1.0,0.6609,0.1727,0.4083,0.1250,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0188,0188_1.jpg,0188_2.jpg,0188_rail.png,1.0,0.6094,0.1727,0.4097,0.1250,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0189,0189_1.jpg,0189_2.jpg,0189_rail.png,1.0,0.5594,0.1727,0.4097,0.1250,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0190,0190_1.jpg,0190_2.jpg,0190_rail.png,1.0,0.5109,0.1727,0.4111,0.1250,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0191,0191_1.jpg,0191_2.jpg,0191_rail.png,1.0,0.4648,0.1727,0.4056,0.1361,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0192,0192_1.jpg,0192_2.jpg,0192_rail.png,1.0,0.4219,0.1727,0.4139,0.1250,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0193,0193_1.jpg,0193_2.jpg,0193_rail.png,1.0,0.3812,0.1727,0.4139,0.1250,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0194,0194_1.jpg,0194_2.jpg,0194_rail.png,1.0,0.3273,0.1812,0.4139,0.1431,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0195,0195_1.jpg,0195_2.jpg,0195_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0196,0196_1.jpg,0196_2.jpg,0196_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0197,0197_1.jpg,0197_2.jpg,0197_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0198,0198_1.jpg,0198_2.jpg,0198_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0199,0199_1.jpg,0199_2.jpg,0199_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
0200,0200_1.jpg,0200_2.jpg,0200_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
